Function Name, Cumulative Stack Size, Branch Type
"vprx_set_param_v3_cmd(void*, elite_msg_any_t*)",1304,Recursive
"vptx_set_param_v3_cmd(void*, elite_msg_any_t*)",1304,Recursive
"capi_v2_hpcm_set_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1304,Recursive
"voice_proc_mgr_work_loop(void*)",1304,Recursive
"VSM_svc_respQ_aprpkt_handler(voice_stream_mgr_t*)",1304,Recursive
"voice_proc_mgr_process_channels(voice_proc_mgr*, unsigned long)",1304,Recursive
"elite_framework_start",1304,Recursive
"mvm_call",1304,Recursive
"mvm_call.1.0_i32_78464.2_i32_2",1304,Recursive
"mvm_call.1.0_i32_78464.2_i32_2",1304,Recursive
"vocsvc_call_adsp",1304,Recursive
"vocsvc_call_adsp.1.1.2_i32_0",1304,Recursive
"vpm_set_param_v3_to_dyn_svc",1304,Recursive
"capi_v2_sp_th_vi_init",1296,Recursive
"fscanf",1296,Recursive
"scanf",1288,Recursive
"vfscanf",1288,Recursive
"afe_aanc_process_data_q(afe_aanc_state*, qurt_elite_queue_t*, unsigned long, unsigned char*, unsigned char, unsigned char)",1280,Recursive
"afe_port_sw_mad_alloc_resources",1280,Recursive
"vscanf",1280,Recursive
"_Getnloc",1272,Recursive
"CXJntUCTVVCnUhnTX",1264,Recursive
"JtCUTUnXVCC",1264,Recursive
"_Scanf",1264,Recursive
"capi_v2_hpcm_create_resampler(capi_v2_hpcm_t*)",1264,Recursive
"htJCTFnCXX6C_CTVJCTUntRC",1264,Recursive
"sscanf",1264,Recursive
"vsscanf",1264,Recursive
"ec_capi_v2_cb_func(void*, capi_v2_event_id_t, capi_v2_event_info_t*)",1256,Recursive
"capi_v2_dynamic_resampler_init",1256,Recursive
"fwscanf",1256,Recursive
"capi_v2_p_eq_init",1248,Recursive
"mvm_task",1248,Recursive
"tzset",1248,Recursive
"vfwscanf",1248,Recursive
"capi_v2_dynamic_resampler_set_properties(capi_v2_t*, capi_v2_proplist_t*)",1240,Recursive
"vwscanf",1240,Recursive
"wcsftime",1240,Recursive
"wscanf",1240,Recursive
"_Getloc",1232,Recursive
"capi_v2_dynamic_resampler_process_set_properties(capi_v2_dynamic_resampler*, capi_v2_proplist_t*)",1232,Recursive
"asctime_r",1232,Recursive
"capi_v2_eamr_enc_init",1232,Recursive
"ctime_r",1232,Recursive
"mvm_action_ccm_update_session_config",1232,Recursive
"mvm_core_create_session_cmd_control",1232,Recursive
"mvm_helper_voice_setup_ctrl",1232,Recursive
"mvm_run_task",1232,Recursive
"mvm_state_control",1232,Recursive
"mvm_task_process_gating_commands",1232,Recursive
"_WScanf",1224,Recursive
"aanc_transit_config_to_ready(afe_aanc_state*)",1224,Recursive
"afe_port_render_pcm_samples_thread_safe",1224,Recursive
"mm_register_all_built_in",1224,Recursive
"mm_register_built_in_module",1224,Recursive
"swscanf",1224,Recursive
"vswscanf",1224,Recursive
"capi_v2_mfc_set_output_media_format(_capi_v2_media_format_converter_t*, _capi_v2_mfc_media_fmt_t*, capi_v2_port_info_t const*)",1216,Recursive
"asctime",1216,Recursive
"capi_v2_slow_talk_init",1216,Recursive
"capi_v2_voice_eansv2_init",1216,Recursive
"capi_v2_wve_v2_init",1216,Recursive
"ctime",1216,Recursive
"fwprintf",1216,Recursive
"strftime",1216,Recursive
"afe_group_device_render_pcm_samples_thread_safe",1208,Recursive
"afe_port_gen_and_add_DTMF",1208,Recursive
"afe_port_render_pcm_samples",1208,Recursive
"capi_v2_reverb_init",1208,Recursive
"swprintf",1208,Recursive
"vfwprintf",1208,Recursive
"aanc_transit_to_run_state(afe_aanc_state*)",1200,Recursive
"capi_v2_dynamic_resampler_set_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1200,Recursive
"capi_v2_ctm_rx_init",1200,Recursive
"vswprintf",1200,Recursive
"vwprintf",1200,Recursive
"wprintf",1200,Recursive
"_CStrftime",1192,Recursive
"_Wcsftime",1192,Recursive
"_WPrintf",1184,Recursive
"_WPutfld",1184,Recursive
"_Findloc",1176,Recursive
"_Makeloc",1176,Recursive
"afe_aanc_init_resamplers(afe_aanc_state*)",1176,Recursive
"capi_v2_dynamic_resampler_update_config(capi_v2_dynamic_resampler*)",1176,Recursive
"capi_v2_dynamic_resampler_set_output_sample_rate(capi_v2_dynamic_resampler*, unsigned long)",1176,Recursive
"afe_port_set_loopback_module_params",1176,Recursive
"capi_v2_pbe_init",1176,Recursive
"capi_v2_voice_avc_rve_rx_init",1176,Recursive
"capi_v2_voicewakeup_v2_init",1176,Recursive
"capi_v2_wve_init",1176,Recursive
"AudioDecSvc_Create",1168,Recursive
"AudioDecSvc_CreateCAPIs",1168,Recursive
"AudioEncSvc_Create",1168,Recursive
"AudioStreamMgr_CreateDecSvc",1168,Recursive
"AudioStreamMgr_CreateEncSvc",1168,Recursive
"AudioStreamMgr_OpenPullModeRxStreamCmdHandler",1168,Recursive
"AudioStreamMgr_OpenPushModeTxStreamCmdHandler",1168,Recursive
"AudioStreamMgr_OpenRxStreamCmdHandler",1168,Recursive
"AudioStreamMgr_OpenSecondGaplessStream",1168,Recursive
"AudioEncSvc_CreateCAPIs(AudioEncSvc_t*, AudioEncSvcInitParams_t*, enc_init_time_get_params_t*)",1168,Recursive
"AudioDecSvc_CreateDecCAPI(AudioDecSvc_t*, Dec_CAPI_Type, unsigned long, unsigned long, AudioDecSvcInitParams_t*, unsigned char, dec_init_time_get_params_t*)",1168,Recursive
"AudioEncSvc_CreateEncCAPI(AudioEncSvc_t*, Enc_CAPI_Type, unsigned long, AudioEncSvcInitParams_t*, unsigned char, enc_init_time_get_params_t*)",1168,Recursive
"capi_v2_library_get_module_get_handle(elite_lib_get_capi_v2_t*, unsigned long, unsigned long, unsigned long, elite_lib_capi_v2_handle**)",1168,Recursive
"audio_dec_svc_get_amdb_presence",1168,Recursive
"audio_enc_svc_get_amdb_presence",1168,Recursive
"_Getfld",1160,Recursive
"_WLdtob",1160,Recursive
"vpm_disable_cmd_ctrl(vpm_session_object_t*, unsigned char)",1160,Recursive
"afe_port_dev_intf_reset(afe_dev_port*)",1160,Recursive
"afe_err_handler_dev_recovery_msg(afe_dev_port*, elite_msg_any_t*)",1160,Recursive
"capi_v2_check_create_resampler_instance(capi_v2_dynamic_resampler*)",1160,Recursive
"afe_port_modules_init_and_dev_start",1160,Recursive
"afe_ports_apr_dma_restart",1160,Recursive
"capi_v2_acd_init",1160,Recursive
"sbc_enc_capi_v2_init",1160,Recursive
"capi_v2_bassboost_init",1152,Recursive
"capi_v2_virtualizer_init",1152,Recursive
"_WGetfld",1144,Recursive
"vdec_decoder_capi_init(vdec_t*, unsigned long)",1144,Recursive
"vdec_capi_get_amdb_handle(voice_capi_module_t*, adsp_amdb_module_handle_info_t*)",1144,Recursive
"voice_capi_get_amdb_handle(voice_capi_module_t*, adsp_amdb_module_handle_info_t*)",1144,Recursive
"VSM_session_cmdQ_aprpkt_handler(vsm_session_object_t*)",1144,Recursive
"vdec_decoder_capi_get_amdb_handle(vdec_t*, unsigned long)",1144,Recursive
"vsm_action_create_dynamic_services(vsm_session_object_t*)",1144,Recursive
"lsm_workloop(void*)",1144,Recursive
"vdec_set_media_type(void*, elite_msg_any_t*)",1144,Recursive
"afe_port_sw_duty_cycle_set_up_data_path(void*)",1144,Recursive
"afe_port_custom_cdc_int_handling",1144,Recursive
"afe_port_hw_mad_interrupt_handler",1144,Recursive
"afe_port_init_at_port_start",1144,Recursive
"afe_svc_custom_msg_handler",1144,Recursive
"lsm_svc_and_session_apr_pkt_handler",1144,Recursive
"vdec_create",1144,Recursive
"venc_create",1144,Recursive
"capi_v2_dynamic_resampler_create_hw_instance(capi_v2_dynamic_resampler*)",1136,Recursive
"afe_port_custom_msg_handler",1136,Recursive
"capi_v2_g711_mlaw_audio_dec_init",1136,Recursive
"Adm_CreatePPSvc",1128,Recursive
"Adm_CreatePPSvc.1.0.4_i8_1",1128,Recursive
"Adm_RxStRtrAfeConnectCmdHandler",1128,Recursive
"Adm_UllppMultiChannelDeviceOpenCmdHandler",1128,Recursive
"AudPP_CreateSvc",1128,Recursive
"AudioStreamMgr_CreatePPSvc",1128,Recursive
"MtMx_OutPortLimiterInit",1128,Recursive
"MtMx_SetOutputPortParamHandler",1128,Recursive
"_Getfloat",1128,Recursive
"_Putfld",1128,Recursive
"common_topo_init(elite_cmn_topo_db_entry_t*, unsigned short, unsigned long, topo_struct**, AudPP_AudProcType, unsigned long*, topo_event_client_t*, unsigned char, unsigned char, unsigned long)",1128,Recursive
"vpm_state_control(vpm_session_object_t*)",1128,Recursive
"vprx_allocate_mem(vprx_t*, unsigned long)",1128,Recursive
"vptx_allocate_mem(vptx_t*)",1128,Recursive
"vpm_enable_cmd_ctrl(vpm_session_object_t*, unsigned char)",1128,Recursive
"afe_port_set_calib_data(afe_dev_port*, unsigned long, unsigned long*, unsigned char*, aprv2_packet_t*, unsigned long)",1128,Recursive
"sample_rate_conv_init_iir(samp_rate_converter*, unsigned short, unsigned long, unsigned long, unsigned long)",1128,Recursive
"vpm_destroy_session_cmd_ctrl(vpm_session_object_t*)",1128,Recursive
"vpm_svc_cmdq_apr_msg_handler(void*, elite_msg_any_t*)",1128,Recursive
"vpm_topology_commit_cmd_ctrl(vpm_session_object_t*)",1128,Recursive
"afe_port_apr_set_param_handler(afe_dev_port*, aprv2_packet_t*)",1128,Recursive
"listen_proc_svc_get_topo_old_db(unsigned long, listen_proc_svc_t*)",1128,Recursive
"vpm_create_full_session_cmd_ctrl(voice_proc_mgr*)",1128,Recursive
"vpm_create_full_session_v2_cmd_ctrl(voice_proc_mgr*)",1128,Recursive
"vpm_register_device_config_cmd_ctrl(vpm_session_object_t*)",1128,Recursive
"afe_port_reconnect_rx_loopback_client(afe_dev_port*)",1128,Recursive
"lsm_session_cmd_q_open_tx_v1_stream_handler(lsm_t*, aprv2_packet_t*)",1128,Recursive
"topo_init(audproc_topology_definition_t const*, unsigned short, unsigned long, topo_struct**, AudPP_AudProcType, unsigned long*, topo_event_client_t*, unsigned char, unsigned char, unsigned long)",1128,Recursive
"vptx_svc_create(void**, void**, signed char, vptx_create_params_v2_t*, vptx_vpm_apr_info_t*)",1128,Recursive
"vptx_svc_create(void**, void**, signed char, vptx_create_params_v2_t*, vptx_vpm_apr_info_t*) (.1.2_i8_1.4)",1128,Recursive
"vptx_reconfig_cmd(void*, elite_msg_any_t*)",1128,Recursive
"vprx_re_config_cmd(void*, elite_msg_any_t*)",1128,Recursive
"venc_set_media_type(void*, elite_msg_any_t*)",1128,Recursive
"AdmSvc_AprMsgHandler(void*, elite_msg_any_t*)",1128,Recursive
"vpm_set_device_v2_cmd_ctrl(vpm_session_object_t*)",1128,Recursive
"Adm_AprDeviceOpenCmdHandler(void*, aprv2_packet_t*)",1128,Recursive
"afe_port_client_resample_init_common(afe_dev_port*, afe_client_info*, unsigned long, unsigned long)",1128,Recursive
"vprx_init(vprx_t*, vprx_create_params_t*)",1128,Recursive
"vptx_init(vptx_t*, vptx_create_params_v2_t*)",1128,Recursive
"adsp_amdb_get_modules_request",1128,Recursive
"adsp_amdb_get_modules_request.1.2.3",1128,Recursive
"afe_port_add_to_rx_client_list",1128,Recursive
"afe_port_client_connect_handler",1128,Recursive
"afe_port_client_loopback_connect_handler",1128,Recursive
"afe_port_client_reinit_at_port_start",1128,Recursive
"afe_port_enable_loopback",1128,Recursive
"afe_port_init_limiter",1128,Recursive
"afe_port_re_init_sample_rate_dependent_modules",1128,Recursive
"afe_port_reconfig_loopback",1128,Recursive
"afe_port_rx_client_resample_init",1128,Recursive
"afe_port_set_device_module_params",1128,Recursive
"afe_port_tx_client_resample_init",1128,Recursive
"afe_port_update_client_media_fmt",1128,Recursive
"afe_set_topo_id",1128,Recursive
"afe_topo_setparam",1128,Recursive
"audio_module_chain_wrapper_create",1128,Recursive
"listen_proc_svc_create",1128,Recursive
"lsm_session_cmd_q_open_tx_stream_handler",1128,Recursive
"mvm_ccm_update_voice_session_config",1128,Recursive
"sample_rate_conv_init",1128,Recursive
"topo_create",1128,Recursive
"topo_create_common_db",1128,Recursive
"vpm_create_rx_dyn_svc",1128,Recursive
"vpm_create_tx_dyn_svc",1128,Recursive
"vprx_create",1128,Recursive
"vptx_aud_create_v3",1128,Recursive
"vptx_create",1128,Recursive
"capi_v2_sp_ex_vi_init",1120,Recursive
"mvm_csm_cmd_request_vote",1120,Recursive
"_WGetint",1112,Recursive
"v13k_enc_cb_func(void*, capi_v2_event_id_t, capi_v2_event_info_t*)",1112,Recursive
"afe_hdmi_over_dp_cust_msg_handler(void*)",1112,Recursive
"capi_v2_hw_resampler_init_with_media_format(capi_v2_hw_resampler*, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",1112,Recursive
"afe_port_apr_dma_stop",1112,Recursive
"afe_port_apr_dma_stop.1.1",1112,Recursive
"capi_v2_v13k_audio_enc_init",1112,Recursive
"_Ldtob",1104,Recursive
"capi_v2_mfc_reconfigure(_capi_v2_media_format_converter_t*)",1104,Recursive
"capi_v2_dynamic_resampler_process(capi_v2_t*, capi_v2_stream_data_t**, capi_v2_stream_data_t**)",1104,Recursive
"capi_v2_ltetty_rx_init",1104,Recursive
"mvm_ccm_commit_system_config",1104,Recursive
"mvm_ccm_remove_voice_session",1104,Recursive
"mvm_csm_update_sleep_manager",1104,Recursive
"afe_port_dealloc_resources(afe_dev_port*)",1096,Recursive
"capi_v2_hw_resampler_job_open(capi_v2_hw_resampler*)",1096,Recursive
"afe_port_sw_mad_dealloc_resources",1096,Recursive
"capi_v2_amrwb_audio_enc_init",1096,Recursive
"capi_v2_fir_init",1096,Recursive
"adsp_amdb_add_capi_v2_with_entry_type",1088,Recursive
"capi_v2_lec_init",1088,Recursive
"_Makewct",1080,Recursive
"capi_v2_hw_resampler_process(capi_v2_hw_resampler*, capi_v2_stream_data_t*, capi_v2_stream_data_t*)",1080,Recursive
"capi_v2_p_eq_process_set_properties(capi_v2_p_eq*, capi_v2_proplist_t*)",1080,Recursive
"capi_v2_hpcm_process(capi_v2_t*, capi_v2_stream_data_t**, capi_v2_stream_data_t**)",1080,Recursive
"capi_v2_aanc_init",1080,Recursive
"capi_v2_multistageiir_left_init",1080,Recursive
"capi_v2_multistageiir_right_init",1080,Recursive
"mm_register_all_static_modules",1080,Recursive
"mm_register_all_static_modules_with_entry_type",1080,Recursive
"AudioDecSvc_ProcessCircBufFill",1072,Recursive
"AudioDecSvc_ProcessInputDataQ",1072,Recursive
"AudioDecSvc_ProcessOutputDataQ",1072,Recursive
"aanc_transit_to_init_state(afe_aanc_state*)",1072,Recursive
"capi_v2_fir_process_set_properties(capi_v2_fir_t*, capi_v2_proplist_t const*)",1072,Recursive
"capi_v2_fir_set_properties(capi_v2_t*, capi_v2_proplist_t*)",1072,Recursive
"cop_pack_capi_v2_set_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1072,Recursive
"AudioDecSvc_ProcessPCMNonEmptyOutputBuf(AudioDecSvc_t*)",1072,Recursive
"AudioDecSvc_ReleasePCMNonEmptyOutputBuf(AudioDecSvc_t*)",1072,Recursive
"AudioDecSvc_ProcessOutputDataQ_PCMPlayback(AudioDecSvc_t*, AudioDecSvc_OutStream_t*, unsigned char)",1072,Recursive
"capi_v2_amrwb_audio_dec_init",1072,Recursive
"capi_v2_voice_fir_init",1072,Recursive
"fourgv_enc_cb_func(void*, capi_v2_event_id_t, capi_v2_event_info_t*)",1064,Recursive
"capi_v2_dynamic_resampler_end(capi_v2_t*)",1064,Recursive
"capi_v2_multistageiir_init",1064,Recursive
"_Gentime",1056,Recursive
"combo_mp3_dec_capi_v2_get_properties(capi_v2_t*, capi_v2_proplist_t*)",1056,Recursive
"capi_v2_hr_dec_init",1056,Recursive
"42rHT2HJX9",1048,Recursive
"capi_v2_hw_resampler_end(capi_v2_hw_resampler*)",1048,Recursive
"aanc_transit_to_config_state(afe_aanc_state*)",1048,Recursive
"capi_v2_iir_mbdrc_set_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1048,Recursive
"capi_v2_multistageiir_set_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1048,Recursive
"combo_mp3_dec_capi_v2_process_get_properties(combo_mp3_dec_capi_v2_t*, capi_v2_proplist_t*)",1048,Recursive
"capi_v2_aud_dtmf_det_get_static_properties",1048,Recursive
"capi_v2_fr_audio_enc_init",1048,Recursive
"combo_mp3_dec_capi_v2_get_static_properties",1048,Recursive
"_WGetfloat",1040,Recursive
"_WStod",1040,Recursive
"_WStodx",1040,Recursive
"_WStold",1040,Recursive
"_WStoldx",1040,Recursive
"capi_v2_mec_process_set_properties(capi_v2_mec*, capi_v2_proplist_t*)",1040,Recursive
"VSM_session_respQ_get_param_msg_handler(vsm_session_object_t*)",1040,Recursive
"capi_v2_hpcm_init_resampler(capi_v2_hpcm_t*, elite_lib_get_capi_v2_t*, elite_lib_capi_v2_handle*, void*)",1040,Recursive
"capi_v2_multistageiir_process(capi_v2_t*, capi_v2_stream_data_t**, capi_v2_stream_data_t**)",1040,Recursive
"AudioStreamMgr_SysQStartSvcHandler(AudioStreamMgr_t*)",1040,Recursive
"capi_v2_multistageiir_set_properties(capi_v2_t*, capi_v2_proplist_t*)",1040,Recursive
"capi_v2_msiir_process_set_properties",1040,Recursive
"capi_v2_peakmeter_init",1040,Recursive
"mvm_ccm_broadcast_configuration",1040,Recursive
"rs_drv_job_open",1040,Recursive
"rs_init_job",1040,Recursive
"wcstod",1040,Recursive
"wcstold",1040,Recursive
"H242nXHTTHJtCaJ4HH2n",1032,Recursive
"TnJtCKtoPPDC0",1032,Recursive
"VtJCTXnU",1032,Recursive
"capi_v2_hw_resampler_deinit(capi_v2_hw_resampler*)",1032,Recursive
"capi_v2_hw_resampler_suspend(capi_v2_hw_resampler*)",1032,Recursive
"vpm_get_param_cmd_rsp_handler(void*)",1032,Recursive
"vpm_get_param_v3_cmd_rsp_handler(void*)",1032,Recursive
"capi_v2_pbe_process_set_properties(capi_v2_pbe*, capi_v2_proplist_t const*)",1032,Recursive
"capi_v2_fir_set_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1032,Recursive
"afe_hdmi14_driver_start(void*, dev_start_params*)",1032,Recursive
"listen_proc_svc_workloop(void*)",1032,Recursive
"capi_v2_chmixer_set_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1032,Recursive
"listen_proc_svc_process_cmd_q(listen_proc_svc_t*)",1032,Recursive
"voice_host_pcm_resampler_process(capi_v2_t*, short**, short**, unsigned long, unsigned long*, unsigned long, unsigned short)",1032,Recursive
"capi_v2_g729ab_enc_init",1032,Recursive
"capi_v2_hr_enc_init",1032,Recursive
"capiv2_iec61937_depack_init",1032,Recursive
"cop_pack_capi_v2_init",1032,Recursive
"htJCTFnCXX6CQ4TVJCTUntRC",1032,Recursive
"nJtCCC4TVUXn",1032,Recursive
"voice_host_pcm_process",1032,Recursive
"AudioDecSvc_StartSuspend",1024,Recursive
"_Getint",1024,Recursive
"aanc_transit_run_to_ready(afe_aanc_state*, unsigned char)",1024,Recursive
"capi_v2_amrnb_voice_enc_init",1024,Recursive
"capi_v2_fourgv_nw_2k_dec_init",1024,Recursive
"capi_v2_rmc_init",1024,Recursive
"sp_ex_vi_bgt_proc",1024,Recursive
"AudioDecSvc_Run",1016,Recursive
"TJHXHC4GntCCXnCTv4aTXCIaC48C",1016,Recursive
"TnJtCKtoPPDCY",1016,Recursive
"_WStof",1016,Recursive
"_WStofx",1016,Recursive
"vptx_process(vptx_t*)",1016,Recursive
"vpm_get_ui_prop_cmd_rsp_handler(void*)",1016,Recursive
"vpm_get_ui_prop_v2_cmd_rsp_handler(void*)",1016,Recursive
"vsm_utility_playback_control_start(vsm_session_object_t*)",1016,Recursive
"capi_v2_iir_mbdrc_set_config_params(capi_v2_iir_mbdrc_t*, unsigned long, capi_v2_buf_t*)",1016,Recursive
"capi_v2_p_eq_set_input_media_format(capi_v2_p_eq*, capi_v2_buf_t*)",1016,Recursive
"vptx_data_handler(void*)",1016,Recursive
"vfr_svc_cmd_handler(void*, elite_msg_any_t*)",1016,Recursive
"vptx_proc_tick_handler(void*)",1016,Recursive
"afe_port_hw_mad_deinit",1016,Recursive
"afe_port_hw_mad_init",1016,Recursive
"afe_port_modules_deinit_and_dev_stop",1016,Recursive
"afe_swmad_process",1016,Recursive
"capi_v2_ltetty_tx_init",1016,Recursive
"capi_v2_msiir_set_config_legacy",1016,Recursive
"mvm_action_reconfig_stream",1016,Recursive
"mvm_action_reconfig_vocproc",1016,Recursive
"mvm_action_reconfig_vocproc__merged",1016,Recursive
"nJtCC_CTVUXn",1016,Recursive
"rs_drv_job_close",1016,Recursive
"voice_capi_get_static_prop",1016,Recursive
"voice_host_pcm_init",1016,Recursive
"wcstof",1016,Recursive
"AudioDecSvc_CloseStream",1008,Recursive
"AudioDecSvc_FinishSuspend",1008,Recursive
"AudioStreamMgr_GetAdsppmVotes",1008,Recursive
"_Makestab",1008,Recursive
"aanc_mmpm_config(aanc_mmpm_info*, bool)",1008,Recursive
"acdb_file_reader_create(acdb_file_reader_t**)",1008,Recursive
"listen_proc_connect_to_port(listen_proc_svc_t*, unsigned long, signed char*)",1008,Recursive
"listen_proc_svc_destroy_svc(listen_proc_svc_t*)",1008,Recursive
"listen_proc_svc_create_svc_q(listen_proc_svc_t*)",1008,Recursive
"listen_proc_iter_set_get_param(listen_proc_svc_t*, signed char*, unsigned long, unsigned char, unsigned long)",1008,Recursive
"vsm_action_set_cached_properties(vsm_session_object_t*)",1008,Recursive
"listen_proc_cmd_q_apr_pkt_handler(listen_proc_svc_t*)",1008,Recursive
"listen_proc_svc_get_param_handler(listen_proc_svc_t*)",1008,Recursive
"listen_proc_svc_set_param_handler(listen_proc_svc_t*)",1008,Recursive
"vsm_utility_playback_control_stop(vsm_session_object_t*)",1008,Recursive
"listen_proc_svc_get_param_v1_handler(listen_proc_svc_t*)",1008,Recursive
"listen_proc_svc_set_param_v1_handler(listen_proc_svc_t*)",1008,Recursive
"capi_v2_reverb_process_set_properties(capi_v2_reverb*, capi_v2_proplist_t*)",1008,Recursive
"capi_v2_virtualizer_process_set_properties(capi_v2_virtualizer*, capi_v2_proplist_t*)",1008,Recursive
"listen_proc_disconnect_from_adm_cmd_sequece(listen_proc_svc_t*)",1008,Recursive
"listen_proc_disconnect_from_afe_cmd_sequece(listen_proc_svc_t*)",1008,Recursive
"vsm_action_send_enable_notifications_to_clients(vsm_session_object_t*)",1008,Recursive
"vsm_action_send_disable_notifications_to_clients(vsm_session_object_t*)",1008,Recursive
"AudioEncSvc_Run(AudioEncSvc_t*)",1008,Recursive
"capi_v2_mbdrc_get_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1008,Recursive
"vdec_calibration_cb_func(void*, void*)",1008,Recursive
"cop_pack_capi_v2_set_properties(capi_v2_t*, capi_v2_proplist_t*)",1008,Recursive
